text,emoji
"After a long day, I let out a deep sigh of relief.","[':face_exhaling:', ':face_exhaling:']"
"After a long day, I let out a deep sigh, feeling the weight of my frustrations lift away.","[':face_with_steam_from_nose:', ':wind_face:']"
"The deep cut left a noticeable mark in the surface, almost like a hole that had been carefully carved out.","[':hole:', ':scissors:']"
"""I suffered a deep cut that required stitches.""","[':face_with_head-bandage:', ':scissors:']"
"""Be careful, that knife could make a deep cut!""","[':kitchen_knife:', ':kitchen_knife:', ':kitchen_knife:']"
A deep cut caused a shocking and terrifying reaction.,"[':drop_of_blood:', ':face_screaming_in_fear:', ':face_with_crossed-out_eyes:', ':kitchen_knife:']"
"""Be careful, that deep cut needs immediate attention!""","[':index_pointing_up:', ':kitchen_knife:', ':drop_of_blood:', ':drop_of_blood:']"
"""Be careful, that deep cut from the sharp scissors is bleeding!""","[':scissors:', ':drop_of_blood:']"
"""I have a deep cut on my arm, and it really hurts.""",[':face_with_head-bandage:']
"""I have a deep cut that is bleeding and causing me pain.""","[':drop_of_blood:', ':face_with_head-bandage:']"
"""The deep voice resonated like a sound echoing from a bottomless pit.""","[':hole:', ':speaking_head:']"
"""Speaking thoughtfully with a deep voice.""","[':thinking_face:', ':speaking_head:']"
The bear has a deep voice that resonates like a powerful singer on stage.,"[':bear:', ':microphone:']"
The elderly man speaks with a deep voice.,"[':speaking_head:', ':man_white_hair:']"
"""Speak with a deep voice that resonates loudly.""","[':speaking_head:', ':speaker_high_volume:', ':downwards_button:']"
The speaker projected his deep voice with confidence during the presentation.,[':speaking_head:']
"""The man with the deep voice speaks clearly and confidently.""","[':speaking_head:', ':deaf_man:']"
"""Speak with a deep voice.""","[':speaking_head:', ':down_arrow:']"
"""Diving deep into my feelings brings a tasty thrill.""","[':hole:', ':face_savoring_food:']"
"""I'm pondering deeply about my feelings.""","[':thinking_face:', ':thinking_face:']"
"Tears flow like the ocean, reflecting deep sorrow and overwhelming emotions.","[':loudly_crying_face:', ':water_wave:']"
The intense curiosity and overwhelming thoughts left me in a state of deep emotion.,"[':face_with_monocle:', ':exploding_head:']"
"Feeling overwhelmed and heartbroken, as if a heavy weight is pressing down.","[':fast_down_button:', ':crying_face:', ':loudly_crying_face:']"
"""I'm overwhelmed with anger and frustration, and it makes me feel deeply sad and hurt.""","[':face_with_symbols_on_mouth:', ':exploding_head:', ':loudly_crying_face:', ':pensive_face:']"
"The expression on my face reflects a profound sense of confusion and silence, as deep emotions swirl within me.",[':face_without_mouth:']
The overwhelming feelings of frustration and sadness are hard to bear.,"[':confounded_face:', ':pleading_face:', ':face_with_steam_from_nose:']"
"""Focus deeply and keep your thoughts quiet.""","[':hole:', ':shushing_face:']"
"In a state of deep concentration, I ponder the complexities of my thoughts.","[':thinking_face:', ':face_with_monocle:']"
"""I'm really trying to focus, but it's overwhelming!""","[':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:']"
"With deep concentration, the focused woman is analyzing data and taking notes.","[':face_with_monocle:', ':woman_technologist:', ':pencil:']"
"""With intense focus, I dive deep into my studies, examining every detail.""","[':fast_down_button:', ':face_with_monocle:', ':nerd_face:']"
"""She sat quietly, deep in thought, contemplating the complexities of the universe.""",[':thinking_face:']
"I am immersed in a book, fully focused and absorbed in its pages.",[':open_book:']
"""Deep in thought, I struggle to focus on the piles of documents, feeling overwhelmed.""","[':page_with_curl:', ':page_facing_up:', ':nerd_face:', ':face_with_spiral_eyes:']"
"""Falling into a deep sleep feels like sinking into a cozy bed.""","[':hole:', ':person_in_bed:']"
"After a long day, I finally fell into a deep sleep, feeling both tired and peaceful.","[':sleeping_face:', ':sleepy_face:', ':person_in_bed:']"
I am in a deep sleep.,"[':sleeping_face:', ':sleeping_face:', ':sleeping_face:']"
"""After a long and exhausting day, I finally fell into a deep sleep, completely overwhelmed and dreaming.""","[':sleepy_face:', ':drooling_face:', ':sleeping_face:', ':face_with_crossed-out_eyes:']"
I am in a deep sleep.,"[':sleeping_face:', ':person_in_bed:', ':zzz:', ':zzz:']"
"The person is in a deep, restful sleep.","[':sleepy_face:', ':zzz:']"
"I am in a deep sleep, completely relaxed and dreaming peacefully.","[':sleeping_face:', ':sleeping_face:']"
"I am in a deep sleep, snoring peacefully.","[':sleeping_face:', ':sleeping_face:', ':zzz:', ':zzz:']"
"""Take a deep breath and let it out slowly.""","[':hole:', ':face_exhaling:']"
"""Take a deep breath and relax.""","[':face_with_open_mouth:', ':lungs:']"
Taking a deep breath can help calm your nerves and clear your mind.,"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']"
Taking a deep breath can help calm your mind and relieve stress.,[':face_exhaling:']
"Feeling tired and surprised, I took a deep breath to calm myself.","[':yawning_face:', ':face_with_open_mouth:', ':face_exhaling:']"
"After a long day, I took a deep breath to relax and clear my mind.",[':face_exhaling:']
Take a deep breath in and out.,"[':nose:', ':dashing_away:']"
Take a deep breath and relax.,"[':wind_face:', ':lungs:']"
The cost is extremely high.,"[':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']"
"""The price is extremely high.""","[':TOP_arrow:', ':money_with_wings:']"
The price is very high.,"[':up_arrow:', ':heavy_dollar_sign:']"
"""The cost is extremely high, making it feel like money is flying away.""","[':TOP_arrow:', ':dollar_banknote:', ':money_with_wings:']"
"""With prices skyrocketing, it feels like money is just flying away!""","[':money_with_wings:', ':money-mouth_face:', ':bank:']"
The price tag indicates a high cost.,"[':label:', ':money_bag:']"
The price is sky-high!,"[':ladder:', ':heavy_dollar_sign:']"
The high price is shocking!,"[':heavy_dollar_sign:', ':exploding_head:', ':backhand_index_pointing_up:']"
The man with a receding hairline has a prominent forehead.,"[':man_bald:', ':pinching_hand:']"
"""She has a high forehead.""","[':TOP_arrow:', ':woman_bald:']"
The elderly man has a prominent high forehead.,"[':up_arrow:', ':old_man:']"
A bald man is not a boy.,"[':man_bald:', ':cross_mark:', ':boy:', ':man:']"
The woman with a high forehead proudly embraces her unique look.,"[':up_arrow:', ':woman_bald:']"
"""Look at the man with a prominent high forehead!""","[':index_pointing_up:', ':man_bald:']"
"""She realized her high forehead made it tricky to style her hair, leading her to facepalm in frustration as she grabbed a step stool for a better view.""","[':ladder:', ':woman_facepalming_light_skin_tone:']"
The man with a bald head is pointing to his high forehead.,"[':man_bald:', ':backhand_index_pointing_up:']"
"With a hopeful heart, I pray for a brighter future.","[':smiling_face_with_halo:', ':folded_hands:']"
"""Reaching for the stars with high hopes.""","[':TOP_arrow:', ':star_of_David:']"
"""With high hopes, I look forward to a brighter future!""","[':up_arrow:', ':smiling_face:']"
"""With my fingers crossed and a prayer in my heart, I'm wishing on a shooting star for good luck and positive vibes.""","[':TOP_arrow:', ':crossed_fingers:', ':folded_hands:', ':shooting_star:', ':dizzy:', ':four_leaf_clover:', ':smiling_face_with_open_hands:']"
"With high hopes, I'm looking up and wishing for the best!","[':up_arrow:', ':smiling_face_with_halo:', ':crossed_fingers:']"
"""With my hopes lifted high, I pray for a brighter future.""","[':up_arrow:', ':folded_hands:']"
"""With hope reaching new heights, I pray for a brighter future.""","[':ladder:', ':folded_hands_medium-light_skin_tone:']"
"""I have high hopes and I'm grateful for the possibilities ahead.""","[':folded_hands:', ':relieved_face:', ':backhand_index_pointing_up:']"
"""The skyscraper towers above the city skyline.""","[':TOP_arrow:', ':office_building:']"
The tall building reaches towards the sky.,"[':TOP_arrow:', ':Tokyo_tower:']"
The tall building reaches for the sky.,"[':up_arrow:', ':Tokyo_tower:']"
The tallest building in the city reaches for the sky.,"[':TOP_arrow:', ':office_building:', ':cityscape_at_dusk:']"
"""Impressive structures like towers and castles stand tall in the skyline.""","[':Tokyo_tower:', ':castle:', ':Japanese_castle:']"
The tall buildings reach up towards the sky.,"[':up_arrow:', ':cityscape:']"
The ladder leads up to the high building.,"[':ladder:', ':office_building:']"
The tall building is pointing upwards.,"[':office_building:', ':backhand_index_pointing_up:']"
The high mountain is astonishingly breathtaking.,"[':snow-capped_mountain:', ':astonished_face:']"
"""Reaching the top of the high mountain.""","[':TOP_arrow:', ':mount_fuji:']"
"""Climbing to the summit of a high mountain.""","[':up_arrow:', ':snow-capped_mountain:']"
"""Reaching the summit of the highest mountain.""","[':TOP_arrow:', ':mountain:']"
The towering peaks of the high mountain rise majestically into the sky.,"[':mountain:', ':snow-capped_mountain:', ':mount_fuji:']"
"""Climbing to the peak of the high mountain.""","[':up_arrow:', ':mountain:']"
"""Climbing a ladder to reach the summit of a high mountain.""","[':ladder:', ':snow-capped_mountain:']"
Climb to the top of the high mountain!,"[':snow-capped_mountain:', ':backhand_index_pointing_up:']"
"The scorching sun is making the temperature rise, causing everyone to feel overheated.","[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']"
"""The temperature is at an all-time high, making it feel scorching hot!""","[':TOP_arrow:', ':hot_face:']"
I have a high temperature and I'm feeling feverish.,"[':thermometer:', ':face_with_thermometer:']"
I'm feeling really unwell with a high temperature.,"[':face_with_thermometer:', ':woozy_face:', ':hot_face:']"
"""It's so hot outside that I just want to stay in bed with the air conditioning on!""","[':hot_face:', ':hot_springs:', ':sun:', ':bed:']"
The temperature is rising under the scorching sun.,"[':thermometer:', ':sun:']"
I have a high temperature and feel unwell.,[':face_with_thermometer:']
I have a high temperature and I'm feeling sick.,"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']"
"""Be aware, there is a high risk of infection.""","[':face_with_medical_mask:', ':warning:', ':skull_and_crossbones:']"
"""Being at the top comes with high risks.""","[':TOP_arrow:', ':skull_and_crossbones:']"
"""Be aware of high-risk situations involving hazardous materials and radiation.""","[':radioactive:', ':biohazard:', ':warning:']"
"""Emergency situation at a critical level.""","[':TOP_arrow:', ':SOS_button:']"
Climbing that mountain poses a high risk of danger and contamination.,"[':mount_fuji:', ':skull_and_crossbones:', ':biohazard:']"
"""There's a high risk of danger!""","[':skull:', ':red_exclamation_mark:', '']"
"""Warning: This situation poses a high risk.""","[':warning:', ':warning:', ':warning:']"
"""Due to the high risk of radiation and biological hazards, we must take precautions and avoid the area.""","[':radioactive:', ':biohazard:', ':person_gesturing_NO:', ':backhand_index_pointing_up:']"
"""I have a strong belief that this is absolutely the best choice.""","[':speaking_head:', ':hundred_points:']"
"""Speaking highly of something.""","[':TOP_arrow:', ':speaking_head:']"
The healthcare worker is impressed with the student's performance.,"[':woman_health_worker:', ':man_student:', ':thumbs_up:']"
The doctors are highly regarded for their expertise and professionalism.,"[':TOP_arrow:', ':man_health_worker:', ':woman_health_worker:']"
"""That's an extremely important point!""","[':red_exclamation_mark:', ':double_exclamation_mark:']"
"""Expressing a strong opinion.""","[':up_arrow:', ':speaking_head:']"
I have a very high opinion of this!,"[':thumbs_up_medium-light_skin_tone:', ':thumbs_up_medium-light_skin_tone:', ':thumbs_up_medium-light_skin_tone:']"
"""Someone is expressing a strong opinion.""","[':speaking_head:', ':backhand_index_pointing_up:']"
The high river flows gently through the stunning landscape.,[':national_park:']
"""The river flows high above the valley, creating a stunning landscape.""","[':TOP_arrow:', ':national_park:']"
The water level of the river is rising high.,"[':up_arrow:', ':national_park:']"
